"Timestamp","Title","Company","Location","Description","URL","Industry","Languages","Education - Degree","Educational Concentration","Audio Related Skills","DSP","Audio Software, Libraries & Frameworks","General Software Skills","Operating Systems","Edit Link"
"2017/08/01 3:27:36 PM AST","Entry/Mid-Level Acoustical Engineer","Bose","Framingham, MA","Job Description
Bose Corporation is seeking a talented acoustics engineer to join the Advanced Development team in its Consumer Electronics Product Engineering Group.  You’ll join a passionate team with a history of creating innovative headphones, speakers, and audio-for-video products. With your critical thinking, experience and technical capability, you will help to create and integrate innovative experience-enabling technologies and prepare them to be deployed into the next generation of industry-leading audio products. A successful candidate for this role will have solid engineering fundamentals, a passion for audio, intellectual curiosity and a strong desire to learn and grow.



Responsibilities:

Hands-on engineering of audio rendering and voice-capture solutions within cross-functional advanced development teams who define the next generation state-of-the-art audio products.

•Help to refine target customer experiences.
•Identify and explore technical solutions that deliver these experiences.
•Apply advanced analysis and modeling tools to acoustics, audio signal processing, and voice-capture systems.
•Create, evaluate and refine engineering prototypes that demonstrate concept feasibility.
•Collaborate with product development engineering teams on the integration of new acoustic architectures and technology.


Required Skills and Experience:

•At least 2 years of audio product development experience
•Experience in all aspects of loudspeaker design – modeling, prototyping, measuring, DSP tuning and critical listening
•Willingness to innovate and stretch the envelope of the current state of the art
•Excellent verbal & written communication skills, comfortable with reading and writing detailed technical specifications
•Passion for sound quality


Additional desired skills:

• Basic understanding of speech processing- beamforming, acoustic echo cancellation, voice activity detection, etc
•Acoustic array design for speakers or microphones
•Knowledge of psychoacoustics and speech quality evaluation
•Familiarity with Matlab Simulink and Realtime Workshop
•Active musician or sound engineer


Education: 

•BS in Engineering or Physics required, MS in Engineering preferred.
","https://boseallaboutme.wd1.myworkdayjobs.com/en-US/Bose_Careers/job/US-MA---Framingham/Entry-Mid-Level-Acoustical-Engineer_R3469-1","Electronics;Audio Technology","","Bachelors;Masters","Engineering;Physics","DSP;Music;Speech;Sound Design, Sound Engineering, Acoustics;Transducers (Microphones, Speakers, etc);Audio Measurement Tools","Echo Control;Beamforming","","Prototyping;Simulink","","https://docs.google.com/forms/d/e/1FAIpQLSd9q8gDIeBEIVYcRS94fiT5UIIToxiA1iZi60OPgrLLKLm4Ag/viewform?usp=form_confirm&edit2=2_ABaOnueC_BTttVHa0rn3s5hETTQCF76g0hvQy323ihgJrLZrYfHgnoDICD23gA"
"2017/08/01 3:37:48 PM AST","Sr. Software Engineer","Bose","Framingham, MA","Job Description
The Consumer Electronics Advanced Development team at Bose is looking for a talented, passionate, experienced software engineer who has systemic technical knowledge of connected embedded systems that may consist of low level controllers, embedded processors, handheld devices, and the web. Depth of knowledge of some area is essential, with experience delivering products. Embedded programming experience, and/or Android and Linux internals experience is highly desirable. Experience with Bose Software is a plus.



The ideal candidate will have demonstrated experience in as many of the following as possible:

•High level SW architecture
•C/C++/JAVA
•Multi-threaded/multi-process programming
•Real time programming in Linux
•Wireless Communication Protocols (WiFi, Bluetooth, BLE)
•Linux and Android internals
•Audio interfaces on Linux and Android
•Android applications
•Web Applications, both front end and back end


Bachelor in Software Engineering or similar.

","https://boseallaboutme.wd1.myworkdayjobs.com/en-US/Bose_Careers/job/US-MA---Framingham/Sr-Software-Engineer_R2495","Electronics;Audio Technology","C++;C;Java","","","Real-Time Concepts;Bluetooth","","Advanced Linux Sound Architecture (ALSA);Android Audio","Hardware - Embedded, System On a Chip (SoC), Microcontrollers, Driver, Kernel","Linux;Android","https://docs.google.com/forms/d/e/1FAIpQLSd9q8gDIeBEIVYcRS94fiT5UIIToxiA1iZi60OPgrLLKLm4Ag/viewform?usp=form_confirm&edit2=2_ABaOnuejX8tePJSRJpVY8KRXCw3vRcXImRHpEjXMBRPh4bJe3FIKkgx587FiIA"
"2017/08/01 3:41:54 PM AST","Principal Software Engineer (Windows C#/C++ Superstar)","Bose","Framingham, MA","Job Description
Bose Professional is looking for a high performing Software Engineer that can be an individual contributor, project lead, and/or software architect for Desktop Software Applications.  We are looking for a person that has the highest of code and product quality standards with an equally high standard for software design, maintainability, and best practices.



You will be tasked to work on a small but tight knit team of Software, Firmware, DSP, SQA, Automation Test Engineers to develop best in class professional audio software applications used to design, configure, commission, or control Bose's professional audio amplifiers and DSP's that will drive our award-winning loudspeakers.  



The ideal candidate will have excellent written and verbal communication skills.  This person will not only be able to influence product and development direction through leadership responsibilities but also through collaboration and relationship/consensus building.  Versatility in the candidate is key, since you may be working on anything from a PC application, such as Modeler or ControlSpace Designer, to a mobile application, such as ControlSpace Remote. You will need to work with Product Marketing and SQA to understand customer needs to synthesize and refine product requirements to create elegant, intuitive, innovative, and high quality products.  You will represent technical needs and capabilities to Product Marketing, Program Management, and Senior Management.



Required Skills:

•Windows application development using Microsoft or third party toolkits and services
•Ability to code or learn multiple languages such as C++, C#
•Objected Oriented Design and Design Patterns
•Multi-threaded or Multi-Core programming
•Advanced debugging skills
•Network programming
•Source Code Configuration Management tools and practices
•Expert understand Software Development Lifecycle
•Able to work in backend, mid-layer, and user interface code


Other Skills (must be advanced in at least three):

•Algorithms and Optimizations
•Microsoft toolkits such as MFC, WPF, WinForms, WCF
•Network communications and protocols
•Cross platform frameworks/toolkits such as JUCE, Qt, OpenGL, OpenMP, OpenCL
•Large data visualization
•Distributed or Parallel Computing
•Cloud computing or SaaS
•Web Development Technologies
•Hardware Interface Programming Experience (USB, Serial, etc.)


Responsibilities:

•Creation of software architecture and design documentation
•Creation of software unit test
•Development to support white box testing
•Promote software development best practices


Requirements:

•BS/MS in Computer Science, Computer/Electrical Engineering, or related field + 8 - 15 years' experience
•Agile software development experience


Delighters:

•Musician
•Front of House or Recording Engineer
•Interest or knowledge in Professional Audio or video
•Signal processing
•Experience with 3D graphics
•Experience managing third party contract houses
","https://boseallaboutme.wd1.myworkdayjobs.com/en-US/Bose_Careers/job/US-MA---Framingham/Principal-Software-Engineer_R4842-1","Electronics;Audio Technology","C++;C#","","","DSP;Music","","JUCE","UI;Architecture, Microservices, OOD, Design Patterns;Testing, TDD, Debugging, Performance Testing;Agile;Algorithms;Networking","Windows","https://docs.google.com/forms/d/e/1FAIpQLSd9q8gDIeBEIVYcRS94fiT5UIIToxiA1iZi60OPgrLLKLm4Ag/viewform?usp=form_confirm&edit2=2_ABaOnucr-K79NuBQvLu0RHVe2KMnnmSy6AsL1lzAfdNPi108muc7UEjH5FxnIw"
"2017/08/01 3:47:40 PM AST","Senior Acoustic Engineer","Bose","Framingham, MA","Job Description
Primary Responsibility

Bose Professional Systems Division is passionate about providing world class sound quality for our customers.  We are growing and seeking an energetic, hands-on lead acoustic engineer.  You will work closely with interdisciplinary development teams, taking an active leadership role to conceive and design state of the art loudspeakers and systems for commercial, portable and installed sound markets.  You will help set milestones and schedules for your projects.  You may be asked to lead a cross-functional team in the engineering deliverables for a project including the generation of a test spec, design reviews etc.
   

•Translate product requirements into acoustic design options
•State of the art modeling and analysis of complete loudspeaker assemblies, including but not limited to transducers, phase plugs, waveguides, loudspeaker arrays, and modeling of loudspeaker systems in rooms.
•Prototype and validate solutions; this includes devising and executing measurements and critical listening on physical prototypes.
•Closely collaborate with interdisciplinary team leads including, research engineers, mechanical, project engineers, program managers, etc.
•Analyze results and make sound decisions based on data and critical listening experiments
•Assist in the creation and execution of advanced development work needed before a proposed solution proceeds into development.  This may include working with a team of experts in various domains, such as mechanical, electrical, research, or manufacturing. 
•Develop production ready designs and maintain highest performance throughout the development cycle
•Design for manufacturability, support manufacturing startup and continuous engineering.
•Work with engineering management to help identify and develop design and manufacturing partners. This may also include the review of vendor capability to support development and/or production of Bose products.
•Provide input to development schedules, milestones, and budgets.
 


Skills:

•Deep understanding of loudspeaker design
•Proven track record of designing high quality audio products
•Methodical and scientific approach to any technical problem
•Experience tuning signal processing to optimize system audio performance
•Experience in transducer design
•Fluent in at least one acoustic computer modeling tool (e.g. Pspice, FEA, WinISD, etc.)
•Fluent in at least one computer based acoustic measurement system (Audio Precision, MLSSA, Smaart, etc.)
•Familiar with Matlab
•Excellent verbal & written communication skills, comfortable with reading and writing detailed technical specifications
•Passion for sound quality and experience with critical listening
•Musician or sound contractor
•Track record to innovate and stretch the envelope of the current state of the art
•Knowledge of electronic amplifier design, behavior and constraints.
•Experience in working with off-shore manufacturing & vendors
•Non-linear modeling, measurement and analysis
•Experience in program management (MS Project, etc.)
•5+ years of direct product development experience
•Experience with contract manufacturing and far-east vendors


Education:

B.Sc. in an appropriate technical discipline (EE, ME or Physics.)  M.Sc. preferred.

","https://boseallaboutme.wd1.myworkdayjobs.com/en-US/Bose_Careers/job/US-MA---Framingham/Senior-Acoustic-Engineer_R3078","Electronics;Audio Technology","Matlab","Bachelors;Masters","Electrical Engineering;Mechanical Engineering","DSP;Music;Transducers (Microphones, Speakers, etc);Audio Measurement Tools","","","Prototyping","","https://docs.google.com/forms/d/e/1FAIpQLSd9q8gDIeBEIVYcRS94fiT5UIIToxiA1iZi60OPgrLLKLm4Ag/viewform?usp=form_confirm&edit2=2_ABaOnuc-ngdckI5XDvLE7x2ISuldxxb_xhitrCLww4MC9g831XEXSI1b3oRLRA"
"2017/08/01 3:54:31 PM AST","Firmware Engineer","Bose","Framingham, MA","Job Description
The Bose Talent Acquisition team is seeking a firmware engineer with 2+ years of product development experience. You will work with a local multi-disciplined team as well as partners around the world to design, code and test software for a brand new networked audio signal processing platform.

Candidates qualifications must include:

·         Excellent C/C++ design and coding skills 

·         Experience with embedded programming and real-time operating systems

·         Experience with cross-compiler tool chains (e.g. GCC) and integrated development environments

·         Ability to understand PCB schematics, and having general hardware knowledge to enable bringing up and debugging new PCBs

·         Ability to use debuggers, logic analyzers, oscilloscopes, and protocol analyzers to trace problems that can be in hardware or software

·         Knowledge of high level (e.g. TCP/IP, USB) and low level (e.g. serial, SPI, I2C) communications protocols

·         Able to produce clear technical documentation


Strong consideration will be given for these additional qualifications:

·         Experience writing programs for embedded Linux

·         Experience writing and modifying device drivers and boot loaders.

·         Exposure to the Agile process and best-practice methods for developing high quality software.

·         Familiarity with and interest in audio applications

- Musician, professional audio or live sound experience

BSEE, BSCSE or similar degree required

","https://boseallaboutme.wd1.myworkdayjobs.com/en-US/Bose_Careers/job/US-MA---Framingham/Firmware-Engineer_R4905-1","Electronics;Audio Technology","C++;C","Bachelors","Electrical Engineering;Computer Engineering","DSP;Real-Time Concepts;Music;Sound Design, Sound Engineering, Acoustics;Test Equipment: Digital Scopes;Electronic Diagrams;Audio Measurement Tools","","","Hardware - Embedded, System On a Chip (SoC), Microcontrollers, Driver, Kernel;Testing, TDD, Debugging, Performance Testing;Agile;Networking","Linux","https://docs.google.com/forms/d/e/1FAIpQLSd9q8gDIeBEIVYcRS94fiT5UIIToxiA1iZi60OPgrLLKLm4Ag/viewform?usp=form_confirm&edit2=2_ABaOnud-pcnvBupEmUfUpkTaATzSOP9ADYX_xkccIyvB9zIo99_gWTaxPDDlFw"
"2017/08/01 4:23:44 PM AST","TTS Research Engineer","Nuance","Turin, Piedmont, Italy","Location Turin, Piedmont 


Company Overview:




At Nuance, we empower people with the ability to seamlessly interact with their connected devices and the digital world around them. We are creating a world where technology thinks and acts the way people do by designing the most human, natural, and intuitive ways of interacting with technology.



Our nimble technology uses analytics and advanced algorithms to transform the inanimate into animate and reduce complicated processes into simple ones.



Join our Mobile team…intelligent systems now ready for the road. We are passionate about developing intelligent interfaces that enable people to talk to their cars, phones, devices, and other smart “things”.


Job Summary:




Summary:Reporting to TTS manager, the research engineer will conduct innovative research and development with focus on TTS Back-end technologies.


Responsibilities:
•As part of the TTS R&D organization, you will be contributing to the development of text-to-speech technology for all types of markets and platforms with focus on Asian languages. Representative tasks will include:
•Evaluate state-of-the-art audio signal processing methods, such as different codecs and morphing methods
•Research and develop techolegies in audio signal processing and apply them in TTS solution.
•Build prototype to show proof-of-concepts.
•Design, develop and optimization algorithms for the commercial product.
•Maintenance and support (PS / Bug fixes)
•Active contribution to the improvement of all QA processes

Number of Years of Work Experience: 1+ year speech signal processing experience

Required Skills:
•Experience in audio signal processing research and development
•Deep understanding of speech codecs and speech morphing is preferred
•Excellent scripting / programming skills
•Experience with SCM tools
•Self-starter, team player
•Passion for quality
•Innovative and curious - ""free thinker""

Preferred Skills: 


C/C++, Python, matlab

Native Mandarin, Good English

Education: MS/Ph.D in EE/CS (or similar) or equivalent experince
","https://jobs.nuance.com/job/turin/tts-research-engineer/843/4935084","Voice / Speech;Research & Development;Computer Software","C++;C;Matlab;Python","Masters;PhD","Computer Science;Electrical Engineering","DSP;Audio Formats (Transcoding, Codec);Speech","","","Prototyping;Algorithms","","https://docs.google.com/forms/d/e/1FAIpQLSd9q8gDIeBEIVYcRS94fiT5UIIToxiA1iZi60OPgrLLKLm4Ag/viewform?usp=form_confirm&edit2=2_ABaOnudg9ghJ2zzXdgBN4KvcDKKJafLynH8_gMxhD0BhpQ3v9392Z2_cdwrhvw"
"2017/08/01 4:27:52 PM AST","TTS Research Engineer","Nuance","Merelbeke, Flanders, Belgium","Location Merelbeke, Flanders 


Company Overview:




At Nuance, we empower people with the ability to seamlessly interact with their connected devices and the digital world around them. We are creating a world where technology thinks and acts the way people do by designing the most human, natural, and intuitive ways of interacting with technology.



Our nimble technology uses analytics and advanced algorithms to transform the inanimate into animate and reduce complicated processes into simple ones.



Join our Mobile team…intelligent systems now ready for the road. We are passionate about developing intelligent interfaces that enable people to talk to their cars, phones, devices, and other smart “things”.


Job Summary:




Summary:Reporting to TTS manager, the research engineer will conduct innovative research and development with focus on TTS Back-end technologies.


Responsibilities:
•As part of the TTS R&D organization, you will be contributing to the development of text-to-speech technology for all types of markets and platforms with focus on Asian languages. Representative tasks will include:
•Evaluate state-of-the-art audio signal processing methods, such as different codecs and morphing methods
•Research and develop techolegies in audio signal processing and apply them in TTS solution.
•Build prototype to show proof-of-concepts.
•Design, develop and optimization algorithms for the commercial product.
•Maintenance and support (PS / Bug fixes)
•Active contribution to the improvement of all QA processes

Number of Years of Work Experience: 1+ year speech signal processing experience

Required Skills:
•Experience in audio signal processing research and development
•Deep understanding of speech codecs and speech morphing is preferred
•Excellent scripting / programming skills
•Experience with SCM tools
•Self-starter, team player
•Passion for quality
•Innovative and curious - ""free thinker""

Preferred Skills:
•C/C++, Python, matlab
•Native Mandarin, Good English

Education: MS/Ph.D in EE/CS (or similar) or equivalent experince
","https://jobs.nuance.com/job/merelbeke/tts-research-engineer/843/4935083","Voice / Speech;Research & Development;Computer Software","C++;C;Matlab;Python","Masters;PhD;Equivalent Experience","Computer Science;Electrical Engineering;Related Field","DSP;Audio Formats (Transcoding, Codec);Speech","","","Prototyping;Algorithms","","https://docs.google.com/forms/d/e/1FAIpQLSd9q8gDIeBEIVYcRS94fiT5UIIToxiA1iZi60OPgrLLKLm4Ag/viewform?usp=form_confirm&edit2=2_ABaOnudo8mUyrVNmZGyHJVDz-MKWMQJGZyhnmT_Fme9V5hm6q-3RuduCCPn5"
"2017/08/01 4:33:55 PM AST","Audio Engineer","Nuance","Farmington Hills, MI","Location Farmington Hills, Michigan 


Company Overview:




At Nuance, we empower people with the ability to seamlessly interact with their connected devices and the digital world around them. We are creating a world where technology thinks and acts the way people do by designing the most human, natural, and intuitive ways of interacting with technology.



Our nimble technology uses analytics and advanced algorithms to transform the inanimate into animate and reduce complicated processes into simple ones.



Join our Mobile team…intelligent systems now ready for the road. We are passionate about developing intelligent interfaces that enable people to talk to their cars, phones, devices, and other smart “things”.



Job Summary:




Summary:The Audio Engineer will work on Automotive Professional Services project teams that integrate and deliver Nuance state-of-the-art speech recognition, text-to-speech, and hands-free audio products to embedded platforms for major automotive companies. The successful candidate will interface closely with our customers’ integration teams and play a key role in deploying Nuance technologies and ensure successful product launches.


Responsibilities:As critical member of the team, the Audio Engineer will be responsible for tuning and optimizing the performance of Nuance’s hands-free audio technology components as well as developing and executing bench and in-vehicle measurements to verify the quality of embedded software deliverables. He/she will be available for on-site support for our customers in the Detroit area.

• Perform tuning, testing, and validation of Nuance hands-free audio technologies
• Automotive audio and acoustics subject matter expert for both Nuance and its customers
• In-vehicle measurements, log collection, issue triage, analysis, and reporting
• Analysis of measurement results, creation of measurement reports, documentation on audio issues


Qualifications

Number of Years of Work Experience: 3-5


Required Skills:

• Bachelors or Graduate University degree in Electrical Engineering, Computer Engineering, Computer Science, signal processing, acoustics or equivalent experience
• 3 years+ of relevant experience
• Experience with tuning, evaluating, and testing of audio technologies
• Expertise with measurement/validation processes and methodologies
• High-level language (C/C++/Java) and/or scripting language (Python/Perl) programming skills
• Knowledge of audio signal processing components deployed in hands-free audio products
• Self-learner, with sense of initiative, and perseverance to deliver high quality work
• Positive ""can-do"" attitude, well organized, focusing on achieving results cost-effectively
• Good listener and communicator, who can represent Nuance professional services with customers
• Ability and willingness to travel cross-border and internationally (<10%)


Preferred Skills:

• Golden Ears for subjective audio listening analysis
• Experience with objective audio measurements as they related to hands-free technologies (VDA/ITU-T), including using HEAD Acoustics software and hardware (ACQUA, HAE-Car)
• Experience with QNX Neutrino, Android, Windows CE, or Linux on embedded hardware platforms
• Knowledge of a software development process (e.g. Agile)
• Knowledge of 1 or more European or Asian languages


Education:B.S. (advanced degree preferred)
","https://jobs.nuance.com/job/farmington-hills/audio-engineer/843/4381815","Communications;Electronics;Mobile;Voice / Speech;Audio Technology;Automotive","C++;C;Python;Java;Perl","Bachelors;Masters;PhD;Equivalent Experience","Computer Science;Electrical Engineering;Computer Engineering;Digital Audio Signal Processing;Acoustics","DSP;Speech;Audio Measurement Tools","","","Hardware - Embedded, System On a Chip (SoC), Microcontrollers, Driver, Kernel;Agile;Mobile","Linux;Windows;Android","https://docs.google.com/forms/d/e/1FAIpQLSd9q8gDIeBEIVYcRS94fiT5UIIToxiA1iZi60OPgrLLKLm4Ag/viewform?usp=form_confirm&edit2=2_ABaOnufu59uzAkVFeqPE7XHMQcuBQN80auofmeWckHJuR1VXk4DKrPphc9ms5A"
"2017/08/01 4:45:05 PM AST","Audio Acoustical Engineer","Motorola Solutions","Plantation, FL","Audio Acoustical Engineer
    
   
Plantation,USA 
  
   
United States 
  
   
Engineering and Sciences 
  
 
Company Overview
   
On any given day, every moment matters to someone, somewhere. And every moment, Motorola Solutions’ innovations, products and services play essential roles in people’s lives. We help firefighters see around buildings and police officers see around street corners. We keep utility workers connected and visible to each other with real-time voice and data communication across the smart grid. And we provide the situational awareness first responders need when a moment brings catastrophe. We help people be their best in their moments that matter.
 
 
Department Description
  
The Audio Solutions Team is passionate about Audio Quality because we firmly believe what we do allows our customers to be their best in the Moments that Matter.  With our holistic scope of end-to-end Audio Quality across MSI, our team is:•Collaborative
•Innovative
•Proactive
•End-User Focused
The Audio Solutions team is responsible for managing and maintaining, developing and improving Audio Quality for Motorola Solutions.  We are a global, multifaceted team, from working in advanced audio laboratory facilities to developing innovative audio solutions to collaborating directly with customers in the field.
 
  
 
Job Description
  
Product Engineering with a focus on Audio. Public Safety Mission-Critical Audio… extreme noise suppression, speech levels overloading mics, mic array technologies, advanced DSP audio algorithms, and proprietary design micro loudspeakers – all carefully integrated to create a lifeline for firefighters, soldiers & law enforcement officers – it must work… always! Mission-critical audio begins where consumer audio leaves off. Motorola Solutions, Fort Lauderdale, Florida, is searching for an Audio / Acoustical Engineer to join an advanced technology and product design team that is focused on wireless speech communications under a wide range of conditions, for demanding customers.

Responsibilities and Expectations:•Physical & perceptual acoustics
•Microphone integration design for high noise and harsh environments
•Auralization methods for assessing design concepts
•Speech quality models & metrics: MOS, PESQ, STOI, POLQA, 3 QUEST
•Design for intelligibility
•Work with Human Factors and Business Teams - customer-perceived value
•Develop new approaches to audio processing or transduction
•Concept prototyping; assess technical performance and strength of perception
•Learn or have knowledge of Adobe Audition, and/or Audacity wave editing tools
•Document work using Google at Work tools (or MS Office)
•Works well with other engineers
•Must be positive, open-minded, embraces challenges and can contribute to innovative approaches
•Management experience a plus
•Experience with wireless (two-way) and broadband (VoIP, LTE, etc) communications a plus
•Familiarity with various coding languages (C, C++, etc) a plus

  
 
Basic Requirements
  
Basic Qualifications:•BS or MS in audio or acoustics is ideal
•BS engineering
•4-7 years of related work experience
•Knowledge and experience with voice recognition and voice command technologies
•Knowledge and experience with noise suppression algorithms
•Experience with vocoder technologies (AMBE, AMR, OPUS, etc)
•Experience programming with Matlab
•A passion for audio...a must!

  
 
Job ID
  
3279BR
  
 
Travel Percentage
  
Under 10% 
  
 
Relocation Provided
  
None
  
 
Position Type 
  
Experienced
  
 
State/Region/Province
  
Florida 
","https://www.motorolasolutions.com/en_us/about/careers.html#searchjobs","Communications;Voice / Speech","C++;C;Matlab","Bachelors;Masters","Digital Audio Signal Processing;Acoustics","DSP;Sound Design, Sound Engineering, Acoustics;Transducers (Microphones, Speakers, etc);Telecommunications - 3GPP, 3GPP2, CDMA, GSM","Noise","Audacity;Adobe Audition","Prototyping;Algorithms","","https://docs.google.com/forms/d/e/1FAIpQLSd9q8gDIeBEIVYcRS94fiT5UIIToxiA1iZi60OPgrLLKLm4Ag/viewform?usp=form_confirm&edit2=2_ABaOnudobDFCN048KgCK1Diw3SNhqiqvsyOqPp8HEM8ZS6OSPX5tzP8h5wuxzg"
"2017/08/01 4:54:31 PM AST","Mixed Signal Audio Applications Engineer","Cirrus Logic","Beijing, China","You will be an integral part of an Applications Engineering team responsible for supporting audio amplifiers and speaker protection algorithms for mobile customers. You will play a key role in getting design wins and releasing next-generation products. This role will work closely with engineering teams in China and Cirrus Logic HQ in Austin, Texas.

Responsibilities
•Provide technical support for key customers and the FAE team, remotely and at customer sites worldwide, to win and maintain accounts. Examples of technical support include assisting the design-in process by solving acoustic and electrical problems, answering product questions, reviewing hardware, and hands-on hardware debugging
•Support customer with speaker protection designs. Perform tasks including creating and presenting customer demonstrations; tuning of Cirrus Logic audio algorithms; performing audio performance measurements; demonstration of software tools
•Support customers with audio amplifiers designs, with tasks such as amplifier performance measurements and device bring-up and configuration
•Develop and deliver high quality technical training to the Cirrus FAE team.
•Travel approximately 6-8 weeks per year, within China, Korea and the US, to support customers and work with factory engineers for training

Required Skills and Qualifications
•Bachelor of Science in Electrical Engineering, with Master’s or PhD preferred and a minimum of 3 years of experience in the semiconductor industry
•Strong experience analyzing and evaluating audio products with hardware tools such as Audio Precision analyzers and oscilloscopes
•Understand audio signal processing algorithms and techniques
•Experience with audio analysis software, Mathcad, and/or Excel mathematical analysis
•Strong ability to clearly communicate both verbally and in writing, in Mandarin and English

Preferred Skills and Qualifications
•Mixed-signal hardware and audio-related background
","https://www.cirrus.com/careers/job-detail/?p=job/opUe5fwm","Semiconductors","","Bachelors;Masters;PhD","Electrical Engineering","DSP;Transducers (Microphones, Speakers, etc);Hardware Design (Analog, Mixed Signal);Audio Measurement Tools","","","Testing, TDD, Debugging, Performance Testing;Algorithms;Math","","https://docs.google.com/forms/d/e/1FAIpQLSd9q8gDIeBEIVYcRS94fiT5UIIToxiA1iZi60OPgrLLKLm4Ag/viewform?usp=form_confirm&edit2=2_ABaOnucwNaaJj0seXUjqXZNs6FrMw-ZiKbbvRF9_dWrSo8qfvoZp8Nco7wcf2A"
"2017/08/01 4:57:29 PM AST","Mixed Signal Audio Applications Engineer","Cirrus Logic","Austin, TX","This position is part of the Applications Engineering team that is focused on bringing leading edge Mixed Signal Audio devices to market. You will play a fundamental role in bringing to market next-generation devices for Cirrus’ growing audio business and ensuring that our customers can easily and effectively integrate our devices into their end products.   

Responsibilities
•Provide direct engineering support for Cirrus Logic customers and field personnel
•Develop reference designs and demonstration platforms
•Develop application notes, white papers, demo-board, and reference-design manuals
•Develop firmware and RTL modules for customer reference and demonstration
•Execute customer-application focused data collection and circuit analysis
•Contribute to next-generation audio product definition
•Collaborate and communicate closely with IC Design engineers, Systems engineers and Validation engineers to understand and define design requirements and customer use cases.
•Autonomously manage tasks and priorities
•Travel approximately 2 weeks per year, domestically and abroad 

Required Skills and Qualifications
•Bachelor’s degree in Electrical Engineering and a minimum of 3 years of experience in the semiconductor industry
•Mixed-signal hardware and audio-related backgrounds are strongly preferred
•Demonstrated aptitude in system understanding of various industry interface standards such as I2C, SPI, USB, UART, I2S or high speed control/data bus examples.
•Experience in component selection, schematic entry and knowledge of PCB layout design.
•Familiarity with scripting/programming language such as Verilog, C, Python, MATLAB or similar
•Solid hands-on experience in lab equipment such as oscilloscopes, signal generators, audio analyzers, logic analyzers, spectrum analyzers
This position is located in Austin, TX
","https://www.cirrus.com/careers/job-detail/?p=job/o1Kj4fwS","Semiconductors","C;Matlab;Python;Verilog","Bachelors","Electrical Engineering","DSP;Test Equipment: Digital Scopes;Hardware Design (Analog, Mixed Signal);Electronic Diagrams","","","Hardware - Embedded, System On a Chip (SoC), Microcontrollers, Driver, Kernel","","https://docs.google.com/forms/d/e/1FAIpQLSd9q8gDIeBEIVYcRS94fiT5UIIToxiA1iZi60OPgrLLKLm4Ag/viewform?usp=form_confirm&edit2=2_ABaOnueJiOAcZbgZ2mfrAHns1c7naChXU53QtSe3M9erzayTsvnAekRQYO8hRw"
"2017/08/01 5:00:56 PM AST","Mixed Signal Audio Applications Engineer","Cirrus Logic","Austin, TX","You will be part of a talented team with a history of bringing premier, differentiating audio products to market and will play a significant role supporting next-generation devices for Cirrus Logic’s growing audio business, ensuring that our customers can easily and effectively integrate our devices into their products. This is an opportunity for you to work with leading consumer electronics brands and impact the audio experience for millions of end users globally.

Responsibilities
•Provide engineering support for key customers and field personnel worldwide
•Create high-quality technical collateral for new products, including: reference designs and evaluation platforms; product data sheet and errata; application notes; specific technical data to support promotion of devices
•Develop schematics for evaluation platforms and reference designs
•Review customer schematics and PCB layouts
•Collaborate closely with IC design engineers, systems engineers and validation engineers to understand and define design requirements and customer use cases
•Travel domestically and internationally as needed to collaborate with customers
•Manage multiple customer engagements at a time

Required Skills and Qualifications
•Bachelor’s degree in Electrical Engineering and 5+ years of experience
•Analog and digital circuit design and debugging experience
•Experience in component selection, schematic entry and knowledge of PCB layout design
•Familiar with scripting/programming language such as C, Python, and MATLAB
•Hands-on experience with lab equipment such as oscilloscopes, signal generators, audio analyzers, logic analyzers and spectrum analyzers
•Excellent verbal and written communication skills

Preferred Skills and Qualifications
•Mixed-signal hardware and audio-related background
This position is located in Austin, TX","https://www.cirrus.com/careers/job-detail/?p=job/ou2p5fwK","Semiconductors","C;Matlab;Python","","","Test Equipment: Digital Scopes;Hardware Design (Analog, Mixed Signal);Electronic Diagrams","","","","","https://docs.google.com/forms/d/e/1FAIpQLSd9q8gDIeBEIVYcRS94fiT5UIIToxiA1iZi60OPgrLLKLm4Ag/viewform?usp=form_confirm&edit2=2_ABaOnud9ge5kX4LzHRT7-xq-MdlKlYwj8iCa0M3evNhfXiqOhZ7YY8eSP6M5_w"
